,model,details,mileage,Bluetooth,Backup Camera,Infotainment,Screen,Navigation,Hands Free Calling,Heated Seats,Power Seat Controls,Rear Air Vents,Bed Liner,Tow Hitch,4-Cyl,3-Cyl,V6,V8,6-Cyl,city_mpg,highway_mpg,price,year,make
1593,CLA-Class,CLA 250,45884,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,26,38,25990,2014,Mercedes-Benz
1594,4Runner,SR5,40420,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,17,21,37590,2017,Toyota
1595,Equinox,LT,63506,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,23140,2019,Chevrolet
1596,Wrangler,Unlimited Rubicon,30248,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16,20,44590,2016,Jeep
1597,Outback,Premium,4762,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,26,33,36590,2021,Subaru
1598,X1,sDrive28i,9640,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,24,33,41990,2021,BMW
1599,1500 Quad Cab,Big Horn 6 1/3 ft,91452,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,15,21,26990,2014,Ram
1600,Highlander,Limited,51991,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,20,27,35990,2017,Toyota
1601,Enclave,Leather,43744,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,15,22,29990,2016,Buick
1602,Eos,Komfort,23615,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,22,30,26990,2016,Volkswagen
1603,Blazer,1LT,4683,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,21,27,35990,2020,Chevrolet
1604,Q60,3.0t Luxe,31699,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,19,27,38990,2018,INFINITI
1605,Altima,2.5 SV,53409,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,38,16989,2015,Nissan
1606,Elantra,Limited,50708,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,30,40,20990,2020,Hyundai
1607,Explorer,XLT,35025,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,17,24,27990,2016,Ford
1608,Fit,EX-L w/Navigation,75734,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,32,37,18103,2017,Honda
1609,RX,RX 350,5959,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,20,27,50990,2021,Lexus
1610,Atlas Cross Sport,SEL 4Motion,13471,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,18,23,42590,2020,Volkswagen
1611,Volt,LT,17645,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27990,2019,Chevrolet
1612,Enclave,Premium,42461,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,17,25,37990,2018,Buick
1613,Odyssey,EX-L,31566,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,19,28,44990,2021,Honda
1614,CLA,CLA 250,18464,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,24,37,34990,2019,Mercedes-Benz
1615,Sienna,XLE,32642,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,19,27,34990,2017,Toyota
1616,F150 SuperCrew Cab,XLT 5 1/2 ft,56348,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,18,23,37590,2018,Ford
1617,Journey,Crossroad,59719,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,17,25,23694,2019,Dodge
1618,370Z,Touring,32444,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,19,26,29990,2014,Nissan
1619,Compass,Latitude,35807,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,22,30,25990,2018,Jeep
1620,Corvette,base,10957,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,15,25,43990,2013,Chevrolet
1621,C-Class,C 300 4MATIC,75757,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,24,31,25990,2016,Mercedes-Benz
1622,Accord,Sport,11389,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,26,34,25590,2017,Honda
1623,Silverado 1500 Crew Cab,RST 5 3/4 ft,6134,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,20,23,51990,2021,Chevrolet
1624,Impala,LT,60763,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,23594,2019,Chevrolet
1625,QX60,3.5,62282,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,19,26,26990,2015,INFINITI
1626,Countryman,Oxford,7991,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,26,33,30990,2021,MINI
1627,Challenger,R/T,54732,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,32590,2018,Dodge
1628,Titan Crew Cab,PRO-4X 5 1/2 ft,17424,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,15,21,51999,2020,Nissan
1629,1500 Quad Cab,Laramie 6 1/3 ft,48888,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,17,23,40990,2020,Ram
1630,3 Series,330i,29779,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,24,34,38590,2019,BMW
1631,Accord,EX,41682,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,30,38,26990,2018,Honda
1632,Corvette,Stingray Z51,18137,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,17,29,51990,2014,Chevrolet
1633,Explorer,Limited HEV,1072,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,27,29,51590,2020,Ford
1634,Canyon Crew Cab,SLE 5 ft,46849,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,17,24,34990,2016,GMC
1635,Edge,SE,75263,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,22,29,21590,2019,Ford
1636,CR-V,EX,56758,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,28,34,28990,2019,Honda
1637,F-PACE,35t Prestige,22382,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,18,23,42990,2017,Jaguar
1638,Silverado 1500 Crew Cab,Custom 5 3/4 ft,19000,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,15,21,41590,2020,Chevrolet
1639,SLC,SLC 300,27947,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,25,32,38990,2017,Mercedes-Benz
1640,GS,GS 350,62953,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,19,28,25990,2013,Lexus
1641,Tucson,SE,76998,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,21,26,20597,2016,Hyundai
1642,MX-5 Miata RF,Grand Touring,29762,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,26,35,27990,2017,Mazda
1643,Gladiator,Sport 5 ft,5816,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,16,23,44811,2021,Jeep
1644,CX-3,Touring,17945,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,29,34,26590,2019,Mazda
1645,C-Class,C 300,65696,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,25,34,27990,2016,Mercedes-Benz
1646,Tacoma Access Cab,SR 6 ft,28763,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,20,23,31990,2020,Toyota
1647,Focus,SE,102350,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,37,15990,2014,Ford
1648,GLA,GLA 250 4MATIC,28544,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,23,31,31590,2017,Mercedes-Benz
1649,Accord,EX-L w/Navigation,20651,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,30,38,31990,2018,Honda
1650,Tundra CrewMax,SR5 5 1/2 ft,70339,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,13,18,34990,2016,Toyota
1651,Legacy,2.5i Premium,90599,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,26,36,17990,2015,Subaru
1652,X5,sDrive35i,56552,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,18,25,39590,2018,BMW
1653,Malibu,LT,55919,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,29,36,21590,2019,Chevrolet
1654,MKZ,Hybrid,27126,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,41,39,25990,2016,Lincoln
1655,GLA,GLA 250,42566,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,25,35,27990,2016,Mercedes-Benz
1656,Tacoma Access Cab,SR 6 ft,39944,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,19,23,28590,2016,Toyota
1657,Sienna,SE,39839,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,18,25,29590,2013,Toyota
1658,370Z,Touring,29898,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,19,26,27990,2012,Nissan
1659,4Runner,SR5 Premium,34352,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,17,20,42990,2019,Toyota
1660,CX-5,Touring,6409,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,24,31,29990,2018,Mazda
1661,Murano,S,18402,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,21,28,27990,2018,Nissan
1662,WRX,WRX STI,375,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,16,22,45590,2021,Subaru
1663,Fiesta,SE,63732,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,35,15699,2019,Ford
1664,Pathfinder,S,32588,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,20,27,27990,2018,Nissan
1665,Encore,Essence,59800,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,26,31,22899,2019,Buick
1666,Impreza,Premium,7847,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,28,36,27590,2020,Subaru
1667,Santa Fe Sport,2.0T Ultimate,87758,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,20,27,26590,2018,Hyundai
1668,Malibu,LT,63601,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,29,36,20599,2019,Chevrolet
1669,Pathfinder,S,30846,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,20,27,29990,2020,Nissan
1670,QX60,3.5,77283,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,20,27,29990,2018,INFINITI
1671,Canyon Crew Cab,5 ft,41497,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,20,26,30590,2019,GMC
1672,Outback,2.5i Limited,29480,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,25,32,32990,2019,Subaru
1673,Grand Caravan Passenger,GT,47943,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,17,25,29990,2020,Dodge
1674,Tiguan,2.0T S,41214,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,20,24,21700,2017,Volkswagen
1675,Cherokee,Altitude,17813,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,22,31,29990,2020,Jeep
1676,WRX,WRX,11227,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,21,27,32590,2020,Subaru
1677,Accord,Sport,37499,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,29,35,28590,2019,Honda
1678,ES,ES 350,9994,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,22,32,44990,2021,Lexus
1679,Encore,Essence,59865,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,26,31,22584,2019,Buick
1680,Wrangler Unlimited,Sahara,75968,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,16,21,33590,2017,Jeep
1681,Tundra CrewMax,Platinum 5 1/2 ft,44082,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,13,18,43990,2017,Toyota
1682,Jetta GLI,S,23108,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,25,32,27990,2019,Volkswagen
1683,Fusion,SE,68383,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,17549,2016,Ford
1684,Grand Cherokee,Limited,54520,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,17,25,26990,2015,Jeep
1685,Acadia,SLT,9330,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,19,27,45990,2021,GMC
1686,2 Series,M235i xDrive,32001,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,20,30,37990,2016,BMW
1687,Terrain,SLT,49858,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,26,30,26990,2019,GMC
1688,Rogue,SV,45993,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,25,32,20566,2015,Nissan
1689,RC,RC 350,55072,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,33990,2015,Lexus
1690,Civic,EX-L w/Navigation,60313,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,31,40,26590,2018,Honda
1691,Accord,Sport,43170,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,29,35,27590,2018,Honda
1692,GLA,GLA 250,52748,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,25,35,26590,2016,Mercedes-Benz
1693,370Z,NISMO Tech,11142,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,18,26,42590,2018,Nissan
1694,Pacifica,Limited,74140,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,18,28,32590,2017,Chrysler
1695,A4,Premium,56591,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,24,31,27990,2017,Audi
1696,Expedition MAX,XLT,48066,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,17,23,47990,2018,Ford
1697,Malibu,LT,41329,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,29,36,23990,2020,Chevrolet
1698,Santa Fe,Limited Ultimate,43667,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,17,22,33590,2018,Hyundai
1699,Tiguan,SE,16856,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,22,29,32990,2020,Volkswagen
1700,Palisade,SEL,14557,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,19,24,45590,2020,Hyundai
1701,Civic,LX,42696,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,28,39,17700,2013,Honda
1702,Sienna,XLE,53382,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,18,25,30590,2015,Toyota
1703,Silverado 1500 Crew Cab,LT 5 3/4 ft,34047,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,17,24,41590,2020,Chevrolet
1704,Camry,XSE,1977,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,27,38,37590,2021,Toyota
1705,Fusion,SE,27006,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,23,34,23549,2018,Ford
1706,GLA,GLA 250 4MATIC,26003,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,23,31,36990,2019,Mercedes-Benz
1707,Mustang,GT Premium,32469,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,18,25,30990,2013,Ford
1708,Venza,LE,10297,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,40,37,38990,2021,Toyota
1709,Malibu,LT,58881,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,29,36,21108,2019,Chevrolet
1710,Bronco Sport,base,6877,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,25,28,35990,2021,Ford
1711,Sierra 1500 Regular Cab,8 ft,55497,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,16,23,27590,2018,GMC
1712,X1,sDrive28i,51613,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,23,32,27590,2017,BMW
1713,Ascent,Touring,7550,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,20,26,46990,2020,Subaru
1714,MX-5 Miata RF,Grand Touring,22492,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,26,34,31990,2019,Mazda
1715,F150 SuperCrew Cab,XLT 5 1/2 ft,20363,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,15,21,41590,2015,Ford
1716,Rogue Sport,S,60810,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,24,30,23252,2020,Nissan
1717,Silverado 1500 Regular Cab,Work Truck 8 ft,29983,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15,22,30990,2019,Chevrolet
1718,Cherokee,Latitude Plus,31368,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,18,24,28590,2018,Jeep
1719,RX,RX 350,16601,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,20,27,46990,2019,Lexus
1720,Armada,SL,6047,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,14,19,47990,2019,Nissan
1721,Yukon,Denali,40742,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,15,20,54990,2017,GMC
1722,4 Series,435i,60918,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,21,32,28990,2015,BMW
1723,Tacoma Double Cab,SR 5 ft,17644,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,19,23,32990,2017,Toyota
1724,Avalon,XLE Touring,48688,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,21,30,25990,2017,Toyota
1725,5 Series,530i,25695,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,24,34,42990,2019,BMW
1726,Q7,3.0T Premium Plus,55896,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,19,25,38990,2017,Audi
1727,SLK-Class,SLK 350,76425,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,21,29,25990,2014,Mercedes-Benz
1728,MKX,Reserve,36525,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,16,23,33590,2017,Lincoln
1729,C-Class,C 300 4MATIC,53737,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,24,31,27990,2016,Mercedes-Benz
1730,Charger,SXT,60953,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,19,31,25590,2016,Dodge
1731,RX,RX 350,69800,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,20,27,34990,2017,Lexus
1732,Ridgeline,Sport 5 ft,15025,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,18,25,37590,2019,Honda
1733,X5,sDrive35i,28246,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,18,25,46990,2018,BMW
1734,Traverse,LT,78231,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,15,22,23590,2017,Chevrolet
1735,Suburban,LT,61587,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,14,21,55990,2020,Chevrolet
1736,Countryman,Cooper S ALL4,47699,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,22,31,31590,2018,MINI
1737,Terrain,SLE,41759,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,26,30,25990,2018,GMC
1738,Odyssey,EX-L,14056,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,19,28,40990,2018,Honda
1739,QX80,base,74103,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,14,20,44590,2018,INFINITI
1740,Kicks,SV,220,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,31,36,26990,2021,Nissan
1741,Telluride,S,31824,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,20,26,42590,2020,Kia
1742,Canyon Crew Cab,SLE 5 ft,27176,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,18,26,33990,2016,GMC
1743,Grand Cherokee,Laredo,62335,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,19,26,29990,2018,Jeep
1744,Malibu,LT,59385,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,29,36,21249,2019,Chevrolet
1745,GLC,GLC 300 4MATIC,19828,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,21,28,49990,2021,Mercedes-Benz
1746,Sonata,SEL,31387,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,27,37,26990,2020,Hyundai
1747,5 Series,530e iPerformance,52936,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,32590,2018,BMW
1748,GLC,GLC 300,32233,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,22,28,36990,2018,Mercedes-Benz
1749,Impala,Premier,55167,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,19,28,25990,2019,Chevrolet
1750,Odyssey,SE,72966,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,19,28,26590,2016,Honda
1751,Highlander,XLE,61586,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,22,26,34999,2019,Toyota
1752,Sorento,EX,49383,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,18,25,27990,2018,Kia
1753,4Runner,SR5 Premium,30174,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,17,20,43990,2019,Toyota
1754,Ridgeline,RTL-E 5 ft,10320,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,19,24,43990,2020,Honda
1755,CLA,CLA 250,4816,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,25,35,46590,2021,Mercedes-Benz
1756,Accord,Sport,26409,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,29,35,29990,2018,Honda
1757,Grand Caravan Passenger,SXT,52974,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,17,25,25990,2019,Dodge
1758,Tucson,SE,22604,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,23,30,26899,2019,Hyundai
1759,Sentra,SR,18445,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,37,25590,2020,Nissan
1760,Titan Crew Cab,PRO-4X 5 1/2 ft,12302,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,15,21,52990,2020,Nissan
1761,Frontier Crew Cab,SV 5 ft,30067,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,16,23,28990,2019,Nissan
1762,Tundra CrewMax,Limited 5 1/2 ft,79353,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,13,17,44878,2018,Toyota
1763,4Runner,Limited,77319,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,17,21,38990,2016,Toyota
1764,Suburban,LT,62202,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,14,21,51140,2019,Chevrolet
1765,Grand Cherokee,Laredo,46953,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,19,26,30990,2020,Jeep
1766,CX-5,Touring,25915,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,23,29,28590,2018,Mazda
1767,Titan Crew Cab,SV 5 1/2 ft,62606,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,13,18,25990,2014,Nissan
1768,Corvette,Grand Sport,49550,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,15,25,39590,2011,Chevrolet
1769,A4,Ultra Premium Plus,63271,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,27,37,28990,2018,Audi
1770,ES,ES 350,9572,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,22,32,41990,2020,Lexus
1771,Expedition MAX,Limited,63016,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,16,21,61313,2020,Ford
1772,Wrangler Unlimited,Sport (JK),37171,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,16,20,37590,2018,Jeep
1773,Gladiator,Overland 5 ft,14617,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,17,22,49590,2020,Jeep
1774,F150 SuperCrew Cab,XL 5 1/2 ft,8596,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,20,26,44990,2020,Ford
1775,Challenger,SXT,25523,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,19,30,30590,2020,Dodge
1776,Mustang,EcoBoost,13686,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,21,32,31990,2020,Ford
1777,1500 Regular Cab,Tradesman 8 ft,26918,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15,22,28990,2017,Ram
1778,1500 Crew Cab,Big Horn 5 1/2 ft,40511,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,15,21,37514,2018,Ram
1779,Titan Crew Cab,Platinum Reserve 5 1/2 ft,16728,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,15,21,52990,2020,Nissan
1780,C-Class,C 300 4MATIC,45130,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,24,31,28990,2016,Mercedes-Benz
1781,ES,ES 350 F Sport,25275,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,22,31,39990,2019,Lexus
1782,Tundra CrewMax,SR5 5 1/2 ft,38138,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,13,18,45590,2020,Toyota
1783,Expedition,Platinum,52226,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,17,22,59987,2018,Ford
1784,Colorado Extended Cab,Work Truck 6 ft,29063,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,20,26,27590,2018,Chevrolet
1785,F150 SuperCrew Cab,XL 5 1/2 ft,62129,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,32590,2016,Ford
1786,Escalade,Premium Luxury,68777,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,14,23,59988,2018,Cadillac
1787,Silverado 2500 HD Double Cab,LT 6 1/2 ft,9340,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,49990,2018,Chevrolet
1788,Camry,SE,26247,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,28,39,26990,2019,Toyota
1789,Edge,SEL,59844,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,21,28,28099,2019,Ford
1790,Avalon,Limited,34452,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,21,30,32590,2018,Toyota
1791,C-HR,XLE,36421,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,31,25990,2019,Toyota
1792,G80,3.3T Sport,82421,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,17,25,33990,2018,Genesis
1793,Q7,3.0T Premium Plus,47317,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,19,25,46498,2017,Audi
1794,Q5,Premium,35859,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,22,27,38990,2019,Audi
1795,F-PACE,S,43669,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,18,23,53860,2018,Jaguar
1796,SRX,Luxury Collection,57708,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,17,24,27590,2016,Cadillac
1797,Ghibli,base,46596,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,15,25,31990,2015,Maserati
1798,Equinox,LS,15948,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,26,31,27990,2020,Chevrolet
1799,Colorado Extended Cab,Work Truck 6 ft,36461,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,20,26,26590,2018,Chevrolet
1800,Yukon,SLE,61780,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,16,23,39590,2016,GMC
1801,A6,55 TFSI Prestige,30522,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,22,29,56990,2019,Audi
1802,CX-5,Touring,58483,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,24,31,25990,2018,Mazda
1803,Q5,Premium Plus,70113,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,23,27,38287,2018,Audi
