,model,details,mileage,Bluetooth,Backup Camera,Infotainment,Screen,Navigation,Hands Free Calling,Heated Seats,Power Seat Controls,Rear Air Vents,Bed Liner,Tow Hitch,4-Cyl,3-Cyl,V6,V8,6-Cyl,city_mpg,highway_mpg,price,year,make
3418,Outlander,ES,20659,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,25,30,26590,2020,Mitsubishi
3419,Elantra,SE,20834,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,28,38,17990,2015,Hyundai
3420,Elantra,GLS,26255,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,28,38,18590,2013,Hyundai
3421,X1,xDrive28i,10784,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,22,31,36990,2019,BMW
3422,Altima,2.5 SR,67184,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,27,39,19990,2017,Nissan
3423,Pathfinder,SV,34620,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,20,27,28590,2018,Nissan
3424,Civic,LX,33629,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,38,23590,2019,Honda
3425,Acadia,SLT-1,71454,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,18,25,28990,2017,GMC
3426,LEAF,S,33669,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22590,2018,Nissan
3427,CX-3,Touring,50933,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,29,34,22990,2018,Mazda
3428,Outback,2.5i Premium,46620,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,25,32,27990,2018,Subaru
3429,CX-5,Grand Touring,94220,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,24,30,23590,2016,Mazda
3430,Tacoma Double Cab,TRD Off-Road 5 ft,35567,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,18,23,38990,2016,Toyota
3431,Corolla,SE,44004,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,36,20990,2017,Toyota
3432,Sentra,S,49481,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,29,38,16990,2016,Nissan
3433,6 Series,640i Gran,70849,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,20,31,33696,2015,BMW
3434,Accord,EX-L,22465,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,21,32,24590,2015,Honda
3435,Edge,SEL,51902,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,21,28,28194,2019,Ford
3436,500,Sport,34836,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,27,34,16590,2015,FIAT
3437,Rogue,SV,3549,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,26,34,31590,2021,Nissan
3438,Corolla,S Plus,44622,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,29,37,18990,2014,Toyota
3439,Passat,1.8T SE,63546,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,23,34,19990,2017,Volkswagen
3440,Golf GTI,S Hatchback,9543,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,24,32,31950,2020,Volkswagen
3441,4 Series,430i Gran Coupe,38316,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,24,34,30990,2018,BMW
3442,ES,ES 300h,76479,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,40,39,23990,2013,Lexus
3443,Ridgeline,Sport 5 ft,22885,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,18,25,36590,2019,Honda
3444,Macan,base,36635,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,19,23,52590,2019,Porsche
3445,WRX,WRX,1570,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,20,27,33990,2021,Subaru
3446,Trax,LS,72428,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,25,33,17990,2017,Chevrolet
3447,CX-5,Sport,38942,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,23,29,23450,2018,Mazda
3448,Impala,LT,35903,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,25646,2019,Chevrolet
3449,CX-30,base,22607,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,25,33,24990,2020,Mazda
3450,GLB,GLB 250,4420,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,23,31,45990,2021,Mercedes-Benz
3451,Sportage,LX,38219,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,22,29,22590,2017,Kia
3452,Edge,ST,49255,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,19,26,36328,2019,Ford
3453,E-Class,E 350,25390,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,21,30,28990,2014,Mercedes-Benz
3454,Sorento,LX,34845,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,22,29,27590,2019,Kia
3455,MAZDA6,Touring,24693,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,26,35,23990,2017,Mazda
3456,Malibu,LS,52787,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,36,19990,2017,Chevrolet
3457,K5,EX,6746,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,27,37,35990,2021,Kia
3458,Sierra 1500 Double Cab,SLE 6 1/2 ft,59782,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,16,22,35990,2016,GMC
3459,CT5,Sport,8537,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,21,31,51990,2020,Cadillac
3460,JUKE,S,25356,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,31,19590,2014,Nissan
3461,C-Class,C 300,14986,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,23,34,35990,2019,Mercedes-Benz
3462,Corvette,base,33587,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,16,26,35990,2010,Chevrolet
3463,Pilot,EX-L,59022,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,19,27,28990,2016,Honda
3464,SL-Class,SL 550,35460,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,18,25,51990,2014,Mercedes-Benz
3465,1500 Crew Cab,Express 5 1/2 ft,32279,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,31590,2015,Ram
3466,Challenger,SXT Plus,32269,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,19,30,30590,2018,Dodge
3467,Santa Fe,SEL,3227,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,25,28,35990,2021,Hyundai
3468,Equinox,LT,65096,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,23590,2019,Chevrolet
3469,Silverado 1500 Crew Cab,LT 5 3/4 ft,39845,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,40590,2019,Chevrolet
3470,X1,sDrive28i,6233,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,24,33,39990,2021,BMW
3471,F150 SuperCrew Cab,XLT 5 1/2 ft,46875,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,18,23,34990,2015,Ford
3472,3 Series,340i,19924,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,21,32,35590,2017,BMW
3473,WRX,WRX Premium,12772,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,21,27,33990,2020,Subaru
3474,86,base,11403,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,24,32,28990,2017,Toyota
3475,Pathfinder,SV,56018,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,20,27,30249,2020,Nissan
3476,RDX,Technology Pkg,21282,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,22,28,41590,2020,Acura
3477,Stinger,GT2,11149,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,19,25,44590,2018,Kia
3478,F150 SuperCrew Cab,XL 5 1/2 ft,9365,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,18,23,53802,2021,Ford
3479,F150 SuperCrew Cab,XL 5 1/2 ft,25129,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,18,23,42990,2018,Ford
3480,F150 SuperCrew Cab,XLT 6 1/2 ft,43054,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,16,22,42990,2018,Ford
3481,GLA,GLA 250,21215,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,24,33,33590,2019,Mercedes-Benz
3482,Odyssey,EX,13527,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,19,28,38590,2020,Honda
3483,Accord,EX,29562,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,30,38,26590,2018,Honda
3484,CLA,CLA 250,42405,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,24,37,29590,2018,Mercedes-Benz
3485,718 Cayman,GTS,13445,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,20,26,83990,2018,Porsche
3486,Palisade,Calligraphy,6977,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,19,26,53990,2021,Hyundai
3487,Volt,LT,26950,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25989,2018,Chevrolet
3488,Santa Fe Sport,2.0T,53942,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,20,28,25990,2018,Hyundai
3489,Ridgeline,RTL 5 ft,14918,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,19,24,41990,2020,Honda
3490,C-Class,C 300 4MATIC,53029,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,24,31,26990,2016,Mercedes-Benz
3491,Prius,L Eco,37311,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,54,50,27590,2019,Toyota
3492,3 Series,340i,33183,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,21,32,41590,2018,BMW
3493,Prius Prime,Advanced,72168,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,55,53,26990,2017,Toyota
3494,Sedona,EX,49908,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,18,24,29990,2018,Kia
3495,Tucson,Value,29420,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,23,28,26990,2020,Hyundai
3496,Model 3,Standard Range Plus,1169,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,49990,2021,Tesla
3497,MKZ,Reserve II,23865,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,20,31,38400,2019,Lincoln
3498,NX,200t,62476,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,22,28,31990,2017,Lexus
3499,RAV4,XLE,43298,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,22,28,28990,2018,Toyota
3500,Model 3,Standard Range Plus,3946,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,46990,2019,Tesla
3501,GLC,GLC 350e 4MATIC,15252,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,45990,2019,Mercedes-Benz
3502,Edge,ST Line,2067,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,21,29,39632,2020,Ford
3503,Q60,3.0t Luxe,40432,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,19,27,35990,2018,INFINITI
3504,Santa Fe,2.4 SEL,16621,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,22,29,31990,2020,Hyundai
3505,Tacoma Double Cab,TRD Sport 5 ft,10227,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,24,40500,2020,Toyota
3506,BRZ,Limited,27048,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,21,29,29990,2017,Subaru
3507,GL-Class,GL 63 AMG,71831,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,13,17,54498,2015,Mercedes-Benz
3508,Odyssey,EX-L,15378,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,19,28,34990,2016,Honda
3509,Grand Cherokee,Laredo X,11305,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,19,26,42990,2021,Jeep
3510,Compass,Limited,31073,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,22,30,28590,2020,Jeep
3511,S3,Premium Plus,2634,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,23,31,38590,2016,Audi
3512,Armada,Platinum,42740,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,13,18,42990,2017,Nissan
3513,Odyssey,EX,18264,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,19,28,38990,2020,Honda
3514,Kona,Limited,7964,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,28,32,29990,2021,Hyundai
3515,G80,3.3T Sport,24410,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,17,25,40990,2018,Genesis
3516,A3,Premium,16668,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,26,35,30969,2019,Audi
3517,A3,Premium,18772,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,26,35,29590,2018,Audi
3518,Mustang,BULLITT,4362,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,15,24,48990,2019,Ford
3519,GR Supra,3.0,7666,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,22,30,60500,2021,Toyota
3520,Range Rover,HSE,71048,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,22,29,52989,2016,Land
3521,Colorado Crew Cab,Z71 5 ft,71672,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,17,24,31990,2017,Chevrolet
3522,Telluride,SX,8535,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,19,24,57990,2021,Kia
3523,1500 Crew Cab,Rebel 5 1/2 ft,21053,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,15,21,55990,2020,Ram
3524,WRX,WRX Limited,20644,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,21,27,38738,2020,Subaru
3525,X3,sDrive30i,40485,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,23,30,36990,2019,BMW
3526,Discovery Sport,SE,30198,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,20,25,31590,2017,Land
3527,Impreza,2.0i Premium,16608,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,28,36,25590,2019,Subaru
3528,Compass,Altitude,32341,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,25990,2019,Jeep
3529,Seltos,SX,31605,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,25,30,32990,2021,Kia
3530,Ascent,Touring,13526,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,20,26,43990,2020,Subaru
3531,Armada,SV,60602,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,14,19,34990,2018,Nissan
3532,Model 3,Standard Range Plus,13304,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,46990,2020,Tesla
3533,Edge,SEL,40293,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,20,29,28590,2018,Ford
3534,Civic,Sport,12609,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,30,38,26590,2019,Honda
3535,CX-5,Grand Touring,40258,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,25,31,28990,2019,Mazda
3536,Civic,LX,5205,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,30,38,25590,2021,Honda
3537,GX,GX 460,32383,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,15,20,42590,2016,Lexus
3538,A5,Premium Plus,41566,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,24,34,37990,2018,Audi
3539,Tacoma Double Cab,TRD Sport 5 ft,31382,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,19,24,33990,2018,Toyota
3540,Prius Prime,LE,11309,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,30990,2020,Toyota
3541,QX50,Essential,40137,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,24,30,37850,2019,INFINITI
3542,MDX,base,25805,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,20,27,38990,2017,Acura
3543,Avalon,TRD,11757,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,22,31,41590,2020,Toyota
3544,IS,IS 300,34981,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,32990,2019,Lexus
3545,5 Series,540i,43054,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,21,29,44590,2019,BMW
3546,Ranger SuperCrew,XLT 5 ft,27588,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,21,26,31990,2019,Ford
3547,F150 SuperCrew Cab,XLT 5 1/2 ft,31941,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,17,24,35990,2016,Ford
3548,Sorento,LX,62660,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,26444,2020,Kia
3549,Murano,SL,42853,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,21,28,25990,2015,Nissan
3550,Enclave,Premium,32663,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,18,26,37590,2018,Buick
3551,TrailBlazer,RS,18529,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,29,33,31990,2021,Chevrolet
3552,1 Series,135i,32106,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,18,25,28590,2013,BMW
3553,Sorento,S,62328,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,18,24,26854,2020,Kia
3554,E-Class,E 350,61332,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,19,28,25590,2012,Mercedes-Benz
3555,NX,300,5432,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,22,28,38590,2019,Lexus
3556,Grand Cherokee,Limited 75th Anniversary Edition,37207,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,18,25,33990,2016,Jeep
3557,TrailBlazer,LS,2273,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,28,31,29990,2021,Chevrolet
3558,G90,3.3T Premium,14398,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,17,24,49980,2019,Genesis
3559,Corvette,Stingray,18606,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,16,29,50990,2015,Chevrolet
3560,Ridgeline,RTL-E 5 ft,7199,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,19,24,43590,2020,Honda
3561,Q50,3.0t LUXE,67930,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,20,29,25990,2018,INFINITI
3562,MDX,SH-AWD,15498,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,18,26,42990,2017,Acura
3563,Colorado Extended Cab,Work Truck 6 ft,24428,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,20,26,29590,2020,Chevrolet
3564,GS,GS 350,71266,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,19,28,25590,2013,Lexus
3565,Model 3,Long Range,5441,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,56822,2020,Tesla
3566,Model 3,Mid Range,37702,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,45590,2018,Tesla
3567,4Runner,TRD Pro,48629,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,17,21,42276,2016,Toyota
3568,QX60,LUXE,12478,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,20,27,42990,2020,INFINITI
3569,Santa Fe Sport,base,76209,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,21,27,21990,2018,Hyundai
3570,Explorer,Limited,92832,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,17,24,24990,2016,Ford
3571,Compass,Latitude,62031,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,23990,2018,Jeep
3572,Malibu Limited,LT,44535,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,25,36,18990,2016,Chevrolet
3573,Tucson,SE,74168,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,23,31,19990,2016,Hyundai
3574,Malibu,LT,61397,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,27,36,20549,2018,Chevrolet
3575,Optima Hybrid,base,56085,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,36,40,19590,2016,Kia
3576,Taurus,Limited,60460,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,18,26,23158,2019,Ford
3577,Grand Caravan Passenger,SE Plus,67204,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,17,25,23990,2018,Dodge
3578,Edge,SEL,60736,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,20,27,24208,2018,Ford
3579,Fusion,SE,35748,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,22,34,19590,2015,Ford
3580,Camry,SE,81364,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,25,35,17590,2014,Toyota
3581,Fusion,S,16557,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,21,31,24990,2020,Ford
3582,MAZDA3,Touring,37304,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,26,35,22590,2018,Mazda
3583,Altima,2.5 SV,79843,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,28,39,22990,2019,Nissan
3584,MAZDA6,i Touring,23571,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,26,38,24990,2016,Mazda
3585,Tucson,SE,79302,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,23,31,18990,2016,Hyundai
3586,Soul,+,80650,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,23,31,15990,2015,Kia
3587,Pathfinder,SV,60070,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,20,27,24590,2017,Nissan
3588,Focus,SEL,9999,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,24,34,21990,2018,Ford
3589,Camry,LE,15377,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,28,39,24990,2018,Toyota
3590,Equinox,LS,72976,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,21,31,19990,2017,Chevrolet
3591,Pathfinder,SV,88450,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,20,27,22590,2017,Nissan
3592,Santa Fe Sport,base,55977,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,20,26,23590,2018,Hyundai
3593,Tucson,SEL,59887,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,23,30,23990,2018,Hyundai
3594,LaCrosse,CXS,60818,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,17,27,17990,2011,Buick
3595,Camry,XLE,79403,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,24,33,20990,2017,Toyota
3596,Kicks,SV,36739,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,31,36,22990,2020,Nissan
3597,Sonic,LT,28469,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,25,34,18990,2018,Chevrolet
3598,Wrangler Unlimited,Sport S,50197,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,21,22,41467,2020,Jeep
3599,Sorento,LX,94000,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,18,26,19590,2016,Kia
3600,Altima,2.5 S,63314,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,39,18990,2017,Nissan
3601,Sequoia,SR5,58884,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,13,17,45884,2019,Toyota
3602,Solstice,base,69036,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,19,25,15990,2009,Pontiac
3603,Sonata,Limited,103643,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,21,30,18590,2017,Hyundai
3604,Grand Cherokee,Laredo,81880,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,18,25,24990,2016,Jeep
3605,Elantra,Value Edition,47107,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,28,37,20990,2019,Hyundai
3606,FR-S,base,96919,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,25,34,19037,2013,Scion
3607,300,300C,80911,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,19,31,22990,2017,Chrysler
3608,Accord,LX,48457,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,37,24598,2016,Honda
3609,Crosstrek,2.0i Premium,43404,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,26,34,24990,2016,Subaru
3610,Yaris,LE,37986,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,32,40,19990,2019,Toyota
3611,LaCrosse,Preferred,61805,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,21,31,24990,2017,Buick
3612,Corolla,LE,48508,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,38,21590,2020,Toyota
3613,Tucson,SE,74026,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,23,31,19990,2016,Hyundai
3614,Fit,EX-L,29488,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,32,38,20590,2015,Honda
3615,CR-V,EX-L,74817,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,22,30,20990,2013,Honda
3616,Mustang,EcoBoost,54228,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,21,30,24990,2017,Ford
3617,Rio,LX,17488,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,33,41,20590,2020,Kia
3618,Legacy,2.5i Premium,39131,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,25,34,24990,2018,Subaru
3619,Civic,LX,48382,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,39,16990,2012,Honda
3620,Cherokee,Latitude,65518,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,21,30,22590,2017,Jeep
3621,Spark,1LT,34972,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,30,38,17990,2020,Chevrolet
3622,Encore,base,79464,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,25,33,17990,2016,Buick
3623,C-HR,XLE,71632,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,27,31,23990,2018,Toyota
3624,JUKE,S,34050,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,28,32,20990,2017,Nissan
3625,Renegade,Trailhawk,61098,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,21,29,22590,2017,Jeep
3626,Encore,Essence,59595,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,26,31,22590,2019,Buick
3627,Kicks,SV,27338,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,31,36,23590,2019,Nissan
3628,C-MAX Energi,SEL,39060,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,19990,2014,Ford
3629,Terrain,SLE,64662,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,26,30,24990,2018,GMC
3630,Escape,SE,43706,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,23,30,20990,2017,Ford
3631,Altima,2.5 S,68881,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,27,38,15990,2013,Nissan
3632,Escape,S,38131,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,21,29,20990,2017,Ford
3633,Corolla,LE,8413,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,28,36,22990,2019,Toyota
3634,Malibu,LT,67084,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,29,36,20600,2019,Chevrolet
